gen,sp,filename
Locustella,naevia,XC131523-FeldschwirlFielerMoorW26-4-13_6-47.wav
Locustella,naevia,XC377784-2017_06_05_T105_Feldschwirl_Wümmewiesen_22Uhr30.wav
Locustella,naevia,XC481255-190614_2249.wav
Locustella,naevia,XC400774-FELDSCHWIRL   27.05.2012  Egelsee  5_22  LS102327 Ausschn..wav
Locustella,naevia,XC235414-Feldschwirl_20150412_neg_Helgoland_b.wav
Locustella,naevia,GrasshopperWarbler_Kirschgartshsn_11-04-2011-21Uhr.wav
Locustella,naevia,XC557185-feldschw0526.wav
Locustella,naevia,XC246209-felds0405.wav
Locustella,naevia,XC237581-150426FeldschwirlPlasticsongNPStromb.wav
Locustella,naevia,XC382645-170601_1025 2200 Meadow nanhofen Par_Marker 03.wav
Locustella,naevia,XC332373-0815.wav
Locustella,naevia,"XC400773-FELDSCHWIRL, Burghofweiher  10.5.2014   NSG Langerringen - Burghofweiher  11_28 VOC_140510-0575.wav"
Locustella,naevia,XC416388-Feldschw0416.wav
Locustella,naevia,XC374298-170529_1024 Murnauer Moss_Grass Warbler.wav
Locustella,naevia,XC603774-19960605-Tape1_044_HP500Hz24dB_Locustella_naevia.wav
Locustella,naevia,XC367102-Feldschwirl-Rohmaterial2.wav
Locustella,naevia,XC555817-Locustella naevia.wav
Locustella,naevia,XC558774-200502_0013.wav
Locustella,naevia,XC623788-22866-48568224-2475.wav
Locustella,naevia,XC554362-2020_05_02_Schwirl_oder_so_Baernsdorf.wav
Locustella,naevia,XC368371-170506_0985 0945 Haspelmoor_Grasshopper warbler.wav
Locustella,naevia,DM551917Canto(128kB) mp3.wav
Locustella,naevia,XC237580-150426FeldschwirlGesangNPStrombergFH.wav
Locustella,naevia,XC371602-20170519 L.naevia.wav
Locustella,naevia,XC479199-Locnaev_01.wav
Locustella,naevia,XC237835-felschw 0540.wav
Locustella,naevia,XC330903-feldschw0550.wav
Locustella,naevia,XC554360-2020_05_02_Vielleicht_ ein_Schwirl_Baernsdorf.wav
Locustella,naevia,XC240493-Feldschwirl.wav
Locustella,naevia,XC317244-Feldschwirl.wav
Locustella,naevia,XC187340-Feldschw0421.wav
Locustella,naevia,XC287133-Feldschwirl - Lisa y musica.wav
Locustella,naevia,XC323797-160623_16FeldschwirlXC.wav
Locustella,naevia,XC467740-Feldschwirl.wav
Calidris,temminckii,AlpenstrandlHelms9-9-12_19-41xc.wav
Calidris,temminckii,XC190291-temm0756.wav
Calidris,minuta,XC435051-BIF0420-1_PFR10302_3-00_090611_BIO_lstint-FC_d_sh_h-h-koog_REF-S.wav
Calidris,pugnax,XC435045-BIF0394-1_PFR10210_2-11_140918_BIO_ruff-FL-FC_d_doell-see_REF-S.wav
Calidris,alpina,XC437201-181003_01_05_43m.wav
Calidris,alpina,XC435526-180917_04_01_41m.wav
Calidris,alpina,XC465501-190406_0264_15intXC.wav
Calidris,alpina,XC493317-Bécasseau variable (2).wav
Calidris,alpina,XC334235-alpenstr0810.wav
Calidris,alpina,XC586993-Bonte Strandloper Wemb 200829_2274.wav
Calidris,alpina,XC385497-170903_37XC.wav
Calidris,alpina,XC339835-berf.wav
Calidris,alpina,XC438520-Alpenstrandlaeufer_Marzling_JW_181013_03.wav
Calidris,alpina,XC589327-200918_0435.wav
Calidris,alpina,XC497122-01.21_Alpenstrandläufer.wav
Calidris,alpina,XC496323-alpenstrandläufer.04.16.wav
Calidris,alpina,XC434826-180917_01_05_1h_3m.wav
Calidris,alpina,XC278914-DM652609.wav
Calidris,alpina,XC585822-Calidris.alpina_2020_08_31_parabolic_dish.wav
Calidris,alpina,XC339834-alpenstr.wav
Calidris,alpina,XC151975-WasHelmsdamm13-10-13_23-17.wav
Calidris,alpina,XC589092-Rale d'eau (atypique 1).wav
Calidris,alpina,XC156058-AlpenstrandlHelmsand9-9-12_19-44.wav
Calidris,alpina,"XC591947-Alpenstrandläufer, 29.09.20, RPA.wav"
Calidris,alpina,XC435031-BIF0208-1_PFR10259_2-11_140926_BIO_dunl-ssp-1-TOC_mv_prerow-northbeach_MS.wav
Calidris,alpina,XC587596-20200909 010200 Alpenstrandläufer.wav
Calidris,canutus,XC435184-BIF1715-1_PFR12667_2-11_170306_BIO_rknot-1-FC_geez_coea_MS-8020.wav
Calidris,ferruginea,XC585619-limi sp 30082020.wav
Calidris,ferruginea,XC435122-BIF0885-1_PFR07924-1_2-11_130830_BIO_curlsandp-FL-TOC-C_sn_seelhaus-see_REF-S.wav
Calidris,falcinellus,XC384932-Sumpfläufer_170901_Karrendorferwiesen.wav
Calidris,falcinellus,XC386224-20170811_2318-Sumpflaeufer.wav
Calidris,alba,XC435250-BIF2074-1_PFR10261_2-11_140926_BIO_sanderl-1-TOC_d_mv_prerow-northbeach_REF-S_C.wav
Calidris,alba,XC435252-BIF2075-5_PFR10272_2-11_140926_BIO_sanderl-3-FC_d_mv_prerow-northbeach_REF-S_C-A.wav
Calidris,alba,XC435251-BIF2075-1_PFR10272_2-11_140926_BIO_sanderl-3-FC_d_mv_prerow-northbeach_REF-S_C-A.wav
Aythya,ferina,XC349110-161215_0083S4_Tafelente_bestaetigt_konfliktRufe_excerpt_Radolfzell_2016-12-15.wav
Aythya,ferina,XC372299-Tafelenten-leicht-verstärkt.wav
Aythya,ferina,XC349092-161210_0063S4_Tafelente_verschiedeneRufe_KeineAndereArtNahe_Radolfzell_2016-12-14.wav
Aythya,ferina,XC435381-BIF2645-1_PFR09925_2-10_140330_BIO_cpoch-FL-TOC_d_sn_grabschue-see_REF-S_C.wav
Aythya,ferina,XC349117-Tafelente_m_bestaetigt_balzend_Radolfzell_2016-11-05.wav
Aythya,ferina,XC349116-161215_0083S4_Tafelente_bestaetigt_verschiedeneRufe_metadata_ambient_Radolfzell_2016-12-15.wav
Aythya,ferina,XC349108-161215_0083S4_Tafelente_bestaetigt_konfliktRufe2_excerpt_Radolfzell_2016-12-15.wav
Aythya,ferina,XC368567-Tafelente.wav
Aythya,ferina,XC349107-161215_0083S4_Tafelente_bestaetigt_leiseRufe_excerpt_Radolfzell_2016-12-15.wav
Aythya,fuligula,ReihererpelRuesdMoor20-5-11_16-46.wav
Aythya,fuligula,XC350739-LS_32361_Reiherente_rufreihe2_verdacht_BodenseeStockacherAachmuendung_2015-10-05_klingeWieEineArtKonflict.wav
Aythya,fuligula,XC168061-140223ReiherenteFluchtrufeFH6.wav
Aythya,fuligula,ReiherenteSuederhMoor24-4-11_6-52.wav
Aythya,fuligula,XC560122-reihere0543.wav
Aythya,fuligula,XC350957-LS_34150_Reiherente_bestaetigt_Radolfzell_2016-12-18_1345.wav
Aythya,fuligula,XC350740-LS_32361_Reiherente_rufreihe_verdacht_BodenseeStockacherAachmuendung_2015-10-05.wav
Aythya,fuligula,XC168062-140223ReiherenteRufeFH7.wav
Aythya,fuligula,XC551849-Fuligule morillon (1).wav
Aythya,fuligula,ReiherenteKatingerWatt6-3-12_17-04xc.wav
Aythya,fuligula,XC350751-161208_0060S4_Reiherente_verdacht_ambient_Radolfzell_2016-12-08.wav
Aythya,fuligula,XC243761-150516_25ReiherenteXC.wav
Aythya,nyroca,XC528021-Moorente_WW_20191110_Moos_KN.wav
Cuculus,canorus,XC421042-kuckuck0401.wav
Cuculus,canorus,"XC477601-190521_0848 1153. Kuckuck. D, Brandenburg, Ostpriegnitz,  Linum, Fischteiche. Stephan Risch..wav"
Cuculus,canorus,XC555818-Cuculus canorus.wav
Cuculus,canorus,XC255817-30815_263-03riµ mp3(1).wav
Cuculus,canorus,XC177973-140509KuckuckGesangFH2edit.wav
Cuculus,canorus,XC373683-170602_1045 1000 Ammersee iphone.wav
Cuculus,canorus,XC417426-170527_Kuckuck.wav
Cuculus,canorus,XC179054-4666-02-3x mp3.wav
Cuculus,canorus,XC256370-30813_000-02ü mp3.wav
Cuculus,canorus,XC367571-ZOOM0003.wav
Cuculus,canorus,KuckuckFiel-Sued26-5-12_17-40.wav
Cuculus,canorus,XC255585-30826_065-05riµ mp3.wav
Cuculus,canorus,XC316170-1263_275-02audj mp3.wav
Cuculus,canorus,A Kuckuck XI.wav
Cuculus,canorus,XC176413-140427KuckuckGesangFH3edit.wav
Cuculus,canorus,XC175382-140420KuckuckGesangFH1.wav
Cuculus,canorus,XC177853-LS_30205x mp3.wav
Cuculus,canorus,XC315935-kuck0445.wav
Cuculus,canorus,XC321681-kuck0415.wav
Cuculus,canorus,A Cuccan II.wav
Cuculus,canorus,XC246319-150526KuckuckAberrantSongFH3edit.wav
Cuculus,canorus,XC550722-200426_18KK.wav
Cuculus,canorus,XC350219-1308_000-03tut mp3.wav
Cuculus,canorus,312!! mp3.wav
Cuculus,canorus,XC386048-170513_0992 1200 Ammersee trails_Cuco 3.wav
Cuculus,canorus,XC179061-4666-03-3x mp3.wav
Cuculus,canorus,XC255224-30821_197-01-05Yriµ mp3.wav
Cuculus,canorus,XC138119-KuckuckWbDellstMoor10-6-13_3-50.wav
Cuculus,canorus,XC255818-30816_125-02riµ mp3(1).wav
Cuculus,canorus,KuckuckWbPevestorferWiesen4-7-12_6-53.wav
Cuculus,canorus,XC187683-cuckoo juv_20140708_203057_prepared.wav
Cuculus,canorus,XC138116-KuckuckDellstMoor11-6-13_5-56.wav
Cuculus,canorus,XC236433-150413KuckuckGesangRufFH7edit.wav
Cuculus,canorus,XC256247-30819_000-07riµ mp3.wav
Cuculus,canorus,KuckuckViernhH25-04-2010-11Uhr30.wav
Cuculus,canorus,XC138589-Cuckoo song and call_20130616_112116_prepared.wav
Cuculus,canorus,KuckuckWbBadraLindner31-5-8_7-41xc.wav
Cuculus,canorus,XC265281-kuckuck bischoff.wav
Cuculus,canorus,XC320094-1298_291-03hipan mp3.wav
Cuculus,canorus,XC177181-140503KuckuckGesangFH1edit.wav
Cuculus,canorus,XC334522-1342_000-03hiqen mp3.wav
Cuculus,canorus,XC256372-30813_000-05ü mp3.wav
Cuculus,canorus,XC177865-LS_30224x mp3.wav
Cuculus,canorus,XC555248-KKMWxc.wav
Cuculus,canorus,XC192901-4668-5    2 zzzz x mp3(192kbits).wav
Cuculus,canorus,XC555250-KKMW2xc.wav
Cuculus,canorus,XC244130-150518KuckuckGesangNPStrombergFH1edi.wav
Cuculus,canorus,XC176878-kuckuck0505.wav
Cuculus,canorus,XC256248-30819_000i-09riµ mp3.wav
Cuculus,canorus,XC174676-Kuckuck.wav
Cuculus,canorus,XC367573-ZOOM0003a.wav
Cuculus,canorus,XC138118-KuckuckDellstMoor10-6-13_3-53.wav
Cuculus,canorus,XC580928-KUCKUCKE  m. u. w.    Ausschn.   13.6.2010  Ammersee S   4_59  LS100438.wav
Cuculus,canorus,XC213723-4675-061-3mut mp3.wav
Cuculus,canorus,XC418138-kuckuck0312.wav
Cuculus,canorus,XC179993-4668-5  2 x mp3.wav
Cuculus,canorus,XC255815-30815_065-05riµ mp3(1).wav
Cuculus,canorus,XC315803-canorus.wav
Cuculus,canorus,XC138120-KuckuckWbDellstMoor10-6-13_4-26.wav
Cuculus,canorus,XC581429-kuck0514.wav
Cuculus,canorus,"XC461711-Cuculus canorus. D, BB, Schönwalde. 2018-06-29. Stephan Risch.wav"
Cuculus,canorus,XC475919-KuckuckW.wav
Cuculus,canorus,XC247330-kuck0530.wav
Cuculus,canorus,XC255639-30817_065-02riµ mp3.wav
Cuculus,canorus,KuckuckFielSued20-5-11_18-07.wav
Cuculus,canorus,XC179053-4666-02-2x mp3.wav
Cuculus,canorus,XC402396-170505KuckuckGesangRufFH 1555.wav
Cuculus,canorus,XC239540-kuckuck0450.wav
Cuculus,canorus,XC590026-200509 Kuckuck Ruf Gesang FH 2102.wav
Cuculus,canorus,XC287166-Kuckuck long.wav
Cuculus,canorus,XC255588-30826_197-01riµ mp3.wav
Cuculus,canorus,XC255586-30826_131-06riµ mp3.wav
Cuculus,canorus,XC181230-LS_30247 - 3 x mp3.wav
Cuculus,canorus,XC587600-kuckuck.wav
Cuculus,canorus,XC402395-170505KuckuckGesangRufFH 1543.wav
Cuculus,canorus,XC255079-30823_065-05riµ mp3.wav
Cuculus,canorus,"XC580937-KUCKUCKE, Duett  09.05.2020  Kiesgr. Th. Ost  5_53 VOC_200509-8298 Ausschn. Dawn-Konz..wav"
Cuculus,canorus,XC135629-KuckuckAngeltRuesd30-5-13_3-55.wav
Cuculus,canorus,XC255024-30825_125riµ mp3.wav
Cuculus,canorus,XC247814-150531KuckuckGesangFH12edit.wav
Cuculus,canorus,XC256242-30818_263-03riµ mp3.wav
Cuculus,canorus,XC239369-Kuckuck.wav
Cuculus,canorus,XC402394-170505KuckuckGesangFH 1537.wav
Cuculus,canorus,XC424731-DM671941_Ku_cut2ab-rau2_xc.wav
Cuculus,canorus,XC255225-30822_188-02riµ mp3.wav
Cuculus,canorus,XC386047-170513_0992 1200 Ammersee trails_Cuco 1.wav
Cuculus,canorus,XC524643-KUCKUCK  26.05.2019  Teerofenbrücke 6_55    VOC_190526-7919  gek..wav
Cuculus,canorus,XC417103-Cuculus canorus.wav
Cuculus,canorus,KuckuckBuenzen5-6-8_17-42.wav
Cuculus,canorus,XC246317-150526KuckuckGesangFH2edit.wav
Cuculus,canorus,XC256243-30819_000-01riµ mp3.wav
Cuculus,canorus,XC375084-kuckuck0410.wav
Cuculus,canorus,XC570124-KUCKUCKE  aus Soundscape  21.05.2020  Wasenweiler 7_06  VOC_200521-0934.wav
Cuculus,canorus,XC374706-170608_1033 Ammersee Trails_Cucko.wav
Cuculus,canorus,XC570210-DM673499_Ku_cut_rau1_Noise.wav
Cuculus,canorus,XC587117-Koekoek-200801_2369.wav
Cuculus,canorus,XC256245-30819_000-05riµ mp3.wav
Cuculus,canorus,XC385162-Kuckuck.wav
Cuculus,canorus,XC552269-200429_2055.wav
Cuculus,canorus,XC572326-kuckuck0508.wav
Cuculus,canorus,XC138117-KuckuckDellstMoor11-6-13_4-56.wav
Cuculus,canorus,XC555255-KKMW3xc.wav
Cuculus,canorus,XC429209-xc-wa002202-200905101108-CUCCAN.wav
Cuculus,canorus,XC256368-30813_000-01ü mp3.wav
Cuculus,canorus,XC557857-kuck0439.wav
Cuculus,canorus,XC336738-160526KuckuckFH6edit.wav
Cuculus,canorus,XC469874-190501_05XC.wav
Cuculus,canorus,"XC557408-200504_2096 1702 Kuckuck, D, B, S Schönwalde. Stephan Risch.wav"
Cuculus,canorus,XC550721-KKxc.wav
Cuculus,canorus,XC381599-LS_35566_kuckuck_juv_flfugfaehig_bettelruf_fuetterung_bestaetigt_wirtVermutlichrohrsaenger_parabolEqualized_OldenburgBornhorsterSee_2017-07-31.wav
Cuculus,canorus,XC256241-30818_263-02riµ mp3.wav
Cuculus,canorus,XC349504-1305_250-01tut mp3.wav
Cuculus,canorus,XC582752-kuckuck0737.wav
Lullula,arborea,XC623822-Heidelerche_flight_call022021.wav
Lullula,arborea,XC233632-150328HeidelercheSitzgesangFH3aEdit.wav
Lullula,arborea,XC339696-161015_5755 Heidelerche Kiesgrube TT Xeno.wav
Lullula,arborea,XC317082-arborea.wav
Lullula,arborea,XC502368-wa007351-000019-Lullula-arborea.wav
Lullula,arborea,XC470415-heide 0536.wav
Lullula,arborea,XC622783-Heidelerche.wav
Lullula,arborea,XC625571-heide0719.wav
Lullula,arborea,XC172583-Heidelerche Gesang 5.43.wav
Lullula,arborea,XC594067-200708 Heidelerche Zug Lübke Weg.wav
Lullula,arborea,XC478518-190523_0964 1006. Heidelerche x.wav
Lullula,arborea,XC541032-HEIDELERCHE  27.03.2020  Truppenübung b. Dornstetten  9_45  VOC_200327-0339 Anfg. gek..wav
Lullula,arborea,XC359046-heide0750.wav
Lullula,arborea,XC537480-heide0826.wav
Lullula,arborea,XC596268-xc-wa009755-000025.wav
Lullula,arborea,Take369HeidelercheViernheimerH2011_04_17_9Uhr30.wav
Lullula,arborea,XC372276-heide1410.wav
Lullula,arborea,XC408100-2018-03-29 Unering Heidelerche 2_noise_red.wav
Lullula,arborea,XC386197-170513_0992 1200 Ammersee trails_Woodlark Original.wav
Lullula,arborea,2012_03_10_Lullula_arborea_ViernhHeide_08Uhr.wav
Lullula,arborea,XC226087-150321HeidelercheFluggesangFH2edit.wav
Lullula,arborea,XC625572-heide0750.wav
Lullula,arborea,heidelerchenfilsenberg.wav
Lullula,arborea,XC377777-2017-06-15-T02_Viernheimer-Heide-Heidelerche-Ende5Uhr37.wav
Lullula,arborea,woodlark_ViernhHeide_18-07-2010-21Uhr35.wav
Lullula,arborea,XC533170-heide0634.wav
Lullula,arborea,"XC555304-200504_2077 1606 Heidelerche. D, BB, S Schönwalde. Stephan Risch.wav"
Lullula,arborea,XC386053-170513_0992 1200 Ammersee trails_Mystery 10.wav
Lullula,arborea,XC386196-170513_0992 1200 Ammersee trails_Woodlark.wav
Lullula,arborea,XC308869-heidel0820.wav
Lullula,arborea,XC434999-BIF0090-1_PFR04419_2-10_101008_BIO_wolark-arborea-FC_d_th_altenfeld_REF-S.wav
Lullula,arborea,XC167994-heidel.wav
Lullula,arborea,XC552531-DM673452_Hei-call1_cut1-2Ind_rau1_HP1200_Noise.wav
Lullula,arborea,XC172585-Heidelerche Gesang 704546.wav
Lullula,arborea,XC552530-DM673452_Hei-call1_cut2_rau1_HP1200_Noise.wav
Lullula,arborea,XC536070-heide0527.wav
Lullula,arborea,XC533169-heide0632.wav
Lullula,arborea,XC377776-2017-06-15-T02_Viernheimer-Heide-Heidelerche-Ende5Uhr34.wav
Lullula,arborea,XC133463-Woodlark_20130509_072100_prepared.wav
Lullula,arborea,XC252144-heidel0505.wav
Lullula,arborea,"XC564816-200603_2359 0925 Heidelerche. D, NW, GL, Wahner Heide. Geisterbusch. Stephan Risch.wav"
Lullula,arborea,HeidelercheViernhHeide05042010-11Uhr50.wav
Lullula,arborea,XC314078-160419_32XC.wav
Lullula,arborea,XC172584-Heidelerche Gesang 7034.wav
Lullula,arborea,HeidelercheViernhHeide05042010-11Uhr52.wav
Lullula,arborea,Take374HeidelercheViernheimerH2011_04_17_9Uhr50.wav
Lullula,arborea,XC139724-HeidelercheGoehrde17-6-13_13-23xc.wav
Lullula,arborea,XC312919-160419_31XC.wav
Lullula,arborea,XC233637-150328HeidelercheStzgesangFH4edit.wav
Lullula,arborea,XC435093-BIF0768-1_MPE0020_150329_wolark-1-FC_d_heidenheim_REF_S.wav
Lullula,arborea,XC139718-HeidelercheHoehbeck21-6-13_9-33.wav
Lullula,arborea,woodlark_ViernhHeide_18-07-2010-21Uhr30.wav
Lullula,arborea,"XC501716-Heidelerche, 09.10.19, RPA.wav"
Lullula,arborea,XC360831-Heidelerche4.wav
Lullula,arborea,XC535462-heide1328.wav
Lullula,arborea,XC336737-160403HeidelercheGesangFH2edit.wav
Lullula,arborea,XC377778-2017-06-15-T04_Viernheimer-Heide-Heidelerche-Ende5Uhr42.wav
Lullula,arborea,XC438522-Heidelerche_Marzling_JW_181013_02.wav
Lullula,arborea,XC176882-heide0710_A.wav
Lullula,arborea,XC320606-heide0540.wav
Lullula,arborea,XC622784-HeidelercheUeberfliegend.wav
Lullula,arborea,HeidelercheKyffh07.wav
Lullula,arborea,XC171614-Heidelerche.wav
Lullula,arborea,XC197621-Heidelerche.wav
Lullula,arborea,Take370HeidelercheViernheimerH2011_04_17_9Uhr30.wav
Lullula,arborea,XC336401-Heidelerche 28.09.16 RPA.wav
Lullula,arborea,XC315851-arborea.wav
Lullula,arborea,XC352945-woodlark_flight call_20160924_092405_prepared.wav
Lullula,arborea,Take379HeidelercheViernheimerH2011_04_17_10Uhr.wav
Lullula,arborea,XC321216-Sprachmemo230.wav
Lullula,arborea,XC233635-150328HeidelercheFluggesangFH3bedit.wav
Lullula,arborea,XC438521-Heidelerche_Marzling_JW_181013_01.wav
Lullula,arborea,Take353HeidelercheSingflugViernheimerH2011_04_17_8Uhr.wav
Lullula,arborea,XC361402-heidel0828.wav
Lullula,arborea,XC215578-heidel0650.wav
Recurvirostra,avosetta,XC493540-Avocette (1).wav
Recurvirostra,avosetta,XC543976-Avocette (3).wav
Recurvirostra,avosetta,XC141512-SaebelschnSielSpeicherkoogS3-7-13-21-01.wav
Recurvirostra,avosetta,XC612320-Avocette (9).wav
Recurvirostra,avosetta,XC365873-Avocet_20170421_065721_prepared.wav
Recurvirostra,avosetta,XC578286-Sarcelle d'hiver (4).wav
Recurvirostra,avosetta,SaebelschnHelms19-6-12_17-14.wav
Recurvirostra,avosetta,XC141694-SaebelschnSielSpeicherkoogS4-7-13_21-05.wav
Recurvirostra,avosetta,XC578282-Avocette (5).wav
Recurvirostra,avosetta,XC142450-SaebelschnSielSpeicherkoogS4-7-13_21-34.wav
Recurvirostra,avosetta,XC588978-Avocette (8).wav
Recurvirostra,avosetta,XC551848-Avocette (4).wav
Recurvirostra,avosetta,XC141511-SaebelschnSielSpeicherkoogS3-7-13~21-00.wav
Recurvirostra,avosetta,XC365871-Avocet_20170421_060616_prepared.wav
Spatula,clypeata,XC313555-Löffel0515.wav
Spatula,clypeata,anacly1.wav
Spatula,clypeata,XC464945-Spatula clypeata_2019.02.21_10.46_01.wav
Spatula,querquedula,XC608204-Corncrake_poss.wav
Spatula,querquedula,XC361394-170326_65XC.wav
Spatula,querquedula,XC581195-Fouine sp. (5).wav
Spatula,querquedula,XC542668-xc-wa008220-000313-Spatula-querquedula.wav
Spatula,querquedula,XC542667-xc-wa008220-000138-Spatula-querquedula.wav
Spatula,querquedula,XC542666-xc-wa008220-000115-Spatula-querquedula.wav
Spatula,querquedula,XC409829-knäk0512.wav
Spatula,querquedula,XC465296-knäke0507.wav
Spatula,querquedula,XC409827-knäk0510.wav
Spatula,querquedula,XC542669-xc-wa008223-000104-Spatula-querquedula.wav
Thalasseus,sandvicensis,XC271787-LS_32266_Brandseeschwalbe_juvenil_bettelruf_bestaetigt_Zusammenschnitt_NorddeichHafen_2015-08-22.wav
Thalasseus,sandvicensis,XC434830-180917_01_06_29m00s.wav
Chlidonias,hybrida,XC371258-Weißbartseeschwalbe-kurz.wav
Chlidonias,hybrida,XC579204-200718_16_WBSS4_XC.wav
Chlidonias,hybrida,XC380976-Weißbart-Seeschwalbe-bearbeitet5.wav
Chlidonias,hybrida,XC579201-200718_16_WBSS_XC.wav
Chlidonias,hybrida,XC579202-200718_16_WBSS2_XC.wav
Chlidonias,hybrida,XC288962-weißbartseeschwalben polder menzlin 11.8.15.wav
Chlidonias,hybrida,XC579203-200718_16_WBSS3_XC.wav
Chlidonias,hybrida,XC578628-200718_17_WBS_XC.wav
Chlidonias,niger,XC579198-200718_16_TSS_XC.wav
Chlidonias,niger,XC579200-200718_16_TSS2_XC.wav
Chlidonias,niger,XC418914-DM671826_TSS_cut1c_rau1.wav
Chlidonias,niger,TrauerseeschwOstroherMoor27-5-12_21-04.wav
Chlidonias,niger,XC418915-DM671826_TSS_cut1-Ausschnitt_rau1.wav
Chlidonias,niger,XC623793-22866-49238899-5955.wav
Chlidonias,niger,XC328455-trauersee0750.wav
Chlidonias,niger,TrauerseeschwOstroherMoor27-5-12_21-02.wav
Chlidonias,niger,XC579205-200718_16_TSS3_XC.wav
Chlidonias,niger,TrauerseeschwOstroherMoor27-5-12_20-58.wav
Chlidonias,niger,XC371259-Trauerseesschwalbe-verstärkt-entrauscht.wav
Chlidonias,niger,XC178896-140520 chlnig C 01.wav
Tetrastes,bonasia,XC437458-Haselhuhn_Finsterauer Filz_180930_01.wav
Tetrastes,bonasia,XC385313-Hazel Grouse_20170825_083852_prepared.wav
Tetrastes,bonasia,XC437461-Haselhuhn_Finsterauer Filz_Fluegelschlaege_180930_04.wav
Tetrastes,bonasia,XC133402-2013_05_03_Haselhuhn_Stellwand _GAP_08Uhr40_T1155.wav
Tetrastes,bonasia,XC437459-Haselhuhn_Finsterauer Filz_180930_02.wav
Ardea,purpurea,XC494567-Purpereiger Wemb 190827_1516.wav
Ardea,cinerea,FischreiherHelms4-8-11_17-51.wav
Ardea,cinerea,XC598839-biOsmid3C001-05equ (25).wav
Ardea,cinerea,"XC356092-GRAUREIHER, ad.  18.02.2017   Reiherkolonie Grünsink  11_23   VOC_170218-4905  Ausschn.2 - gült..wav"
Ardea,cinerea,XC313107-Reiherkolonie 20.04.2016   Grünsink  8_18   VOC_ 160420-4011   gült. 2  Sennh..wav
Ardea,cinerea,XC256373-30813_000-06ü mp3.wav
Ardea,cinerea,"XC349534-GRAUREIHER,  ad. + jg.  20.04.2016  Reiherkolonie Grünsink  9_34  VOC_160420-4015   stereo  gült..wav"
Ardea,cinerea,XC113123-FischreiherHelmsnd19-11-12_16-02.wav
Ardea,cinerea,"XC261377-GRAUREIHERkol.  (II-5), Abendstimmung  21.06.2015  Grünsink  19_44   VOC_15061-2901.wav"
Ardea,cinerea,XC341795-161012GraureiherRufFH1edit.wav
Ardea,cinerea,XC496325-Graureiher.03.13.wav
Ardea,cinerea,XC610467-2020-09-01_2257_Graureiher_Flugruf_id3069987_2350_r5.wav
Ardea,cinerea,XC261369-GRAUREIHER am u. im Nest (I-1)‎  14. ‎Juni ‎2015  Grünsink 05_02 - ‏‎05_07  VOC_150614-2841.wav
Ardea,cinerea,XC546628-Graureiher_NFC_NW_16.04.2020_22.40Uhr.wav
Ardea,cinerea,XC586236-xc-wa008296-000326.wav
Ardea,cinerea,XC378737-Graureiher.wav
Ardea,cinerea,"XC261374-GRAUREIHERkol.  (II-3)  Bettel-Crescendo,  21.06.2015  Grünsink  19_32  VOC_15061-2899.wav"
Ardea,cinerea,XC435086-BIF0680-1_PFR06946_3-10_120406_BIO_gheron-cinerea-2-FC_d_huetten_REF-S.wav
Ardea,cinerea,XC597895-biOsmid3C001-01equ (17).wav
Ardea,cinerea,XC297389-151226GraureiherFlugrufRufFH4edit 8°.wav
Ardea,cinerea,XC455325-2019.01.11_09.59_01.wav
Ardea,cinerea,FischreihSuederhMoor24-4-11_7-01.wav
Ardea,cinerea,XC467536-graureiher 0546.wav
Ardea,cinerea,XC543834-graureiher gut_01 320.wav
Ardea,cinerea,XC268502-30908_065-01ü mp3.wav
Ardea,cinerea,XC188975-30356_059 - 2 xz mp3.wav
Ardea,cinerea,XC190289-graur0635.wav
Ardea,cinerea,XC545275-Hamm_12.04.2020_02h11.wav
Ardea,cinerea,"XC356093-GRAUREIHER, ad.  18.02.2017   Reiherkolonie Grünsink  11_23   VOC_170218-4905  Ausschn.3 - gült.   .wav"
Ardea,cinerea,XC196229-140920GraureiherFlugrufFH3edit.wav
Ardea,cinerea,XC509267-Graureiher_180703_Winsener Marsch_0286.wav
Ardea,cinerea,XC306451-5097_161-01hiaudequ mp3.wav
Ardea,cinerea,XC370040-Grey Heron_20170514_084016_prepared.wav
Ardea,cinerea,XC189456-30380 x mp3.wav
Ardea,cinerea,XC335376-5232_179hieqn mp3.wav
Ardea,cinerea,"XC349533-GRAUREIHER , jg. + ad.  20.04.2016  Reiherkolonie Grünsink  8_18  VOC_160420-4011  gült. nat. voc..wav"
Ardea,cinerea,XC194566-30459_206 - 6 x mp3.wav
Ardea,cinerea,XC491737-2019.07.07_06.21_01.wav
Ardea,cinerea,XC389593-31605_222´ mp3.wav
Ardea,cinerea,"XC261380-GRAUREIHERkol.  (III-3), Keckern Nest 2   28.06.2015  Grünsink  18_09  VOC_15061-2943   MS-Stereo.wav"
Ardea,cinerea,XC496723-S-Ü31878wWav-01-04 mp3.wav
Ardea,cinerea,XC128950-FischreihAngeltRuesd8-4-13_7-35.wav
Ardea,cinerea,XC150273-FischreiherHelmsdamm20-9-13_16-12.wav
Ardea,cinerea,"XC377398-GRAUREIHERkolonie, ad. u.  Nestl.    11.06.2017  (corr.)  Grünsink  6_21 - 6_31  gek..wav"
Ardea,cinerea,ardcin2.wav
Ardea,cinerea,XC139810-FischreiherPevestWiesen18-6-13_5-45.wav
